Cruise ,Station,Type ,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth[m],Depth[m],Reference ,Doi,Pre-Press (calculated),Press ,Day ,Month ,Year ,ONI 3.4 region,ANOM 3.4 region,TNI,1+2 Coast,PDO state,Temperature insitu ,Temperature pot,Salinity CTD,Salinity bottle,Density sigma t,Density Kg/L,Oxygen (umol/Kg),Oxygen (umol/L),Oxygen (ml/L),AOU (umol/Kg),Oxygen (mg/L),PO4 [µmol/l],PO4 [µmol/Kg],NO2 [µmol/l],NO2 [µmol/Kg],SiO4 [µmol/l],SiO4 [µmol/Kg],NO3 [µmol/Kg],TCO2,DIC umol kg-1,Alkalinity (umol/Kg) measurement ,Alkalinity (umol/Kg) SW,pH NBS at 25C,pH sea water,pH total,pH plots,CFC12,"WCa at measurement conditions (20°C, P=0)","WAr at measurement conditions (20°C, P=0)",CO32-measurement conditions(µmol/kgSW),HCO3 measurements conditions (µmol/kgSW),WCa at ambient temp and P,WAr at at ambient temp and P,CO32- ambient temp and P µmol/kg SW),d18O,SD ?18O,d18O corr ,SD ?18O,dD,SD ?D,d13C,SD d13C,d13C Cristian,d18O eq calcite Kim and Oneil 1995 Discrimit ,d18O eq calcite Kim and Oneil 1995 d18O cal-d18Osw (theoretical one),d18O eq calcite Kim and Oneil 1995 d18O Equation ,"d18O eq calcite Lynch et al., 1999",d18Oeq Marchitto et al 2014,d18Oeq Marchitto et al 2014 cuadratic,Discriminate,Value discriminate,ESSW,ESSW %,AAIW,AAIW %,PDW,PDW %,STW,STW%,SAAW,SAAW %,Remineralization OMP,Denitrification OMP,Denitrification/100,Extrainfo,Extrainfo2,st,depth ,presure
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,398.56,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,398559.6009,401.075,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,9.1,,34.67,,26.85,1.027,1.696,1.74174,0.039,280.0288,,2.954,2.876338851,0.022,0.021421616,37.104064,36.12859202,36.78187737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C650,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,197.983,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,197982.7884,199.155,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.26,,34.88,,26.45,1.026,1.349,1.38446,0.031,261.2263,,2.589,2.523391813,3.047,2.969785575,28.15072,27.43734893,24.05502178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C651,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,148.243,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,148242.6832,149.108,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.77,,34.9,,26.37,1.026,1.219,1.25048,0.028,258.4912,,2.632,2.565302144,5.149,5.018518519,27.224512,26.53461209,17.1057768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C652,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,117.642,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,117641.56,118.322,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.18,,34.94,,26.31,1.026,1.219,1.25048,0.028,256.1967,,2.596,2.530214425,4.438,4.325536062,26.270432,25.60470955,18.42877976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C653,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,97.921,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,97920.65036,98.482,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.47,,34.95,,26.26,1.026,1.175,1.20582,0.027,254.6699,,2.561,2.496101365,4.36,4.249512671,24.889696,24.25896296,17.87015477,,,,,,,,,,,,,,,,,,,,,,,-0.23,0.13,,,,,,,,,,0.56,55.75,0.02,2.02,,,0.33,32.76,0.09,9.47,0.68,13.47,0.13,C654,,,-13.376,1003
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,80.779,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,80779.12637,81.237,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.83,,34.96,,26.19,1.026,1.175,1.20582,0.027,252.753,,2.568,2.502923977,2.989,2.913255361,22.923648,22.34273684,18.85299038,,,,,,,,,,,,,,,,,,,,,,,-0.29,0.12,,,,,,,,,,0.52,51.61,0.01,0.78,,,0.35,35.4,0.12,12.2,0.74,12.26,0.12,C655,,,-13.376,1003
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,68.169,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,68168.52987,68.552,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.07,,34.97,,26.15,1.026,1.175,1.20582,0.027,251.4834,,2.582,2.516569201,2.243,2.186159844,21.463584,20.91967251,19.9118006,,,,,,,,,,,,,,,,,,,,,,,-0.15,0.13,,,,,,,,,,0.47,47.08,0.01,1.28,,,0.38,38.11,0.14,13.54,0.8,11.17,0.11,C656,,,-13.376,1003
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,64.76,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,64759.74272,65.121,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.15,,34.93,,26.1,1.026,3.178,3.26018,0.073,249.1277,,2.637,2.570175439,1.048,1.021442495,19.836288,19.33361404,21.92073242,,,,,,,,,,,,,,,,,,,,,,,-0.52,0.17,,,,,,,,,,0.3,29.52,0.1,9.89,,,0.45,44.62,0.16,15.98,1.03,9.98,0.1,C657,,,-13.376,1003
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,56.722,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,56721.85553,57.034,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.56,,34.94,,26.02,1.026,7.922,8.12812,0.182,242.2679,,2.488,2.424951267,0.111,0.108187135,14.862208,14.48558285,25.17809994,,,,,,,,,,,,,,,,,,,,,,,-0.4,0.13,,,,,,,,,,0.35,34.57,0,0,,,0.42,42.28,0.23,23.21,0.91,4.65,0.05,C658,,,-13.376,1003
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,21.411,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,21410.62068,21.516,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.13,,35.25,,25.43,1.025,174.806,179.17592,4.012,57.9757,,1.283,1.251707317,1.057,1.031219512,4.236544,4.133213659,10.55048766,,,,,,,,,,,,,,,,,,,,,,,0.38,0.14,,,,,,,,,,,,,,,,,,,,,,,C659,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,10.084,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,10084.34319,10.127,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,20.61,,35.16,,24.72,1.025,238.07,244.02224,5.464,-15.7085,,0.855,0.834146341,0.49,0.47804878,2.418432,2.359445854,3.53916343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C660,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,2.329,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,2329.187671,2.338,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,22.15,,35.12,,24.27,1.024,243.493,249.33678,5.583,-27.1887,,0.549,0.536132813,0.021,0.020507813,1.432192,1.398625,0.037056291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C661,,,,
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,1001.508,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,1001508.461,1008.324,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,4.65,,34.54,,27.36,1.027,45.443,46.6697,1.045,267.6397,,3.162,3.078870497,0.013,0.012658228,77.769312,75.72474391,43.69291672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C662,,,,
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,798.729,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,798728.582,804.066,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,5.73,,34.54,,27.24,1.027,20.656,21.2135,0.475,284.3082,,3.275,3.188899708,0.02,0.019474197,63.936224,62.25533009,45.41913595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C663,,,,
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,598.72,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,598719.8396,602.648,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,6.84,,34.57,,27.11,1.027,8.175,8.39608,0.188,288.7576,,3.258,3.172346641,0.017,0.016553067,52.272864,50.89860175,44.32355868,,,,,,,,,,,,,,,,,,,,,,,-0.1,0.17,,,,,,,,,,0.56,56.44,0.27,26.98,0.17,16.58,,,,,0.73,0,0,C664,,,,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,397.279,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,397278.6547,399.795,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,8.88,,34.66,,26.88,1.027,1.652,1.69708,0.038,281.4786,,2.99,2.911392405,0.012,0.011684518,37.104064,36.12859202,38.83261076,,,,,,,,,,,,,,,,,,,,,,,-0.38,0.11,,,,,,,,,,0.76,75.81,0.22,21.67,,,0.03,2.92,0,0,0.53,0.76,0.01,C665,,,-13.255,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,193.835,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,193834.6101,194.982,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.32,,34.9,,26.45,1.026,1.132,1.16116,0.026,261.0757,,2.544,2.479532164,0.478,0.46588694,26.169664,25.50649513,29.92677043,,,,,,,,,,,,,,,,,,,,,,,0.48,0.16,,,,,,,,,,0.67,66.71,0.04,3.65,,,0.23,23.49,0.06,6.15,0.53,2.57,0.03,C666,,,-13.255,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,128.535,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,128535.4665,129.282,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.05,,34.94,,26.34,1.026,1.045,1.07184,0.024,257.0749,,2.6,2.53411306,4.993,4.866471735,26.581312,25.9077115,20.08856893,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.12,,,,,,,,,,0.48,47.61,0.13,12.94,,,0.36,36.36,0.03,3.1,0.78,12.37,0.12,C667,,,-13.255,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,126.576,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,126575.5087,127.31,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.08,,34.94,,26.33,1.026,1.088,1.1165,0.025,256.8695,,2.577,2.511695906,5.089,4.960038986,26.086048,25.42499805,20.32143288,,,,,,,,,,,,,,,,,,,,,,,-0.3,0.15,,,,,,,,,,0.54,54.17,0.08,7.52,,,0.33,33.05,0.05,5.27,0.69,11.7,0.12,C668,,,-13.255,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,105.846,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,105845.6102,106.454,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.4,,34.95,,26.28,1.026,1.045,1.07184,0.024,255.176,,2.576,2.510721248,5.736,5.590643275,25.359232,24.71660039,18.32973992,,,,,,,,,,,,,,,,,,,,,,,-0.2,0.16,,,,,,,,,,0.52,51.69,0.06,6.23,,,0.35,35.05,0.07,7.04,0.73,13.36,0.13,C669,,,-13.255,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,80.041,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,80041.05257,80.493,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.75,,34.91,,26.17,1.026,1.219,1.25048,0.028,253.2044,,2.667,2.599415205,1.328,1.294346979,22.34048,21.77434698,20.0727216,,,,,,,,,,,,,,,,,,,,,,,-0.57,0.13,,,,,,,,,,0.28,28.42,0.15,15.14,,,0.44,44.19,0.12,12.24,1.05,12.61,0.13,C670,,,-13.255,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,71.661,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,71661.13344,72.062,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.07,,34.93,,26.12,1.026,1.045,1.07184,0.024,251.6783,,2.682,2.614035088,1.203,1.17251462,19.900608,19.39630409,21.74351826,,,,,,,,,,,,,,,,,,,,,,,-0.27,0.16,,,,,,,,,,0.27,26.93,0.13,12.58,,,0.46,45.83,0.15,14.66,1.08,10.65,0.11,C671,,,-13.255,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,64.569,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,64568.52588,64.926,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.25,,34.9,,26.06,1.026,7.4,7.5922,0.17,244.4382,,2.641,2.574074074,0.257,0.250487329,17.385696,16.94512281,25.00078208,,,,,,,,,,,,,,,,,,,,,,,-0.69,0.11,,,,,,,,,,0.22,22.47,0.11,10.82,,,0.46,46.18,0.21,20.54,1.11,6.88,0.07,C672,,,-13.255,1002
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,38.83,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,38829.81238,39.03,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.72,,35.11,,25.67,1.026,140.596,144.2518,3.23,98.8157,,1.769,1.72417154,0.312,0.304093567,7.00016,6.822768031,18.95686839,,,,,,,,,,,,,,,,,,,,,,,-0.58,0.13,,,,,,,,,,,,,,,,,,,,,,,C673,,,,
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,26.446,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,26446.34827,26.578,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.73,,35.19,,25.49,1.025,149.012,152.7372,3.42,85.6446,,1.624,1.584390244,0.812,0.792195122,3.471136,3.386474146,16.9102477,,,,,,,,,,,,,,,,,,,,,,,0.87,0.15,,,,,,,,,,,,,,,,,,,,,,,C674,,,,
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,18.763,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,18763.22039,18.855,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.22,,35.23,,25.4,1.025,183.476,188.06326,4.211,48.933,,1.385,1.351219512,1.585,1.546341463,1.839552,1.794684878,11.34777441,,,,,,,,,,,,,,,,,,,,,,,0.94,0.09,,,,,,,,,,,,,,,,,,,,,,,C675,,,,
M93,336,CTD/Bottle,*,*,-77.08,-13.26,1002,1.148,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,1148.328871,1.153,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,20.99,,35.08,,24.56,1.025,239.16,245.13874,5.489,-18.2373,,0.748,0.729756098,0.063,0.061463415,7.0216,6.850341463,0.283633879,,,,,,,,,,,,,,,,,,,,,,,1.76,0.05,,,,,,,,,,,,,,,,,,,,,,,C676,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,347.682,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,347681.5721,349.852,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,9.7,,34.71,,26.78,1.027,2.087,2.14368,0.048,275.8053,,,,,,35.22,34.29406037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C691,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,347.631,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,347630.9225,349.801,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,9.7,,34.71,,26.78,1.027,2.131,2.18834,0.049,275.7613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C692,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,200.775,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,200775.3381,201.968,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.12,,34.87,,26.47,1.026,1.959,2.0097,0.045,261.4119,,,,,,27.03,26.34502924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C693,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,152.068,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,152067.9882,152.955,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.88,,34.93,,26.36,1.026,1.654,1.69708,0.038,257.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,0.06,,,,,,,,,,,,,,,,,,,,,,,C694,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,151.767,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,151766.7605,152.652,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.88,,34.93,,26.36,1.026,1.654,1.69708,0.038,257.4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C695,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,120.7,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,120699.8194,121.4,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.08,,34.93,,26.33,1.026,1.567,1.60776,0.036,256.4021,,,,,,29.67,28.91812865,,,,,,,,,,,,,,,,,,,,,,,,-0.62,0.16,,,,,,,,,,,,,,,,,,,,,,,C696,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,120.972,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,120971.6123,121.673,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.1,,34.94,,26.33,1.026,1.567,1.60776,0.036,256.2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C697,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,80.916,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,80916.12966,81.375,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.91,,34.98,,26.2,1.026,1.436,1.47378,0.033,252.0447,,,,,,26.21,25.54580897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C698,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,80.95,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,80949.92828,81.409,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.91,,34.98,,26.2,1.026,1.393,1.42912,0.032,252.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C699,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,64.078,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,64077.90394,64.436,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.33,,34.99,,26.11,1.026,1.306,1.3398,0.03,249.9829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C700,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,64.057,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,64056.96906,64.415,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.33,,34.99,,26.11,1.026,1.306,1.3398,0.03,249.9829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C701,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,58.133,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58132.67778,58.45,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.88,,34.97,,25.98,1.026,13.537,13.88926,0.311,234.9962,,,,,,14.97,14.59064327,,,,,,,,,,,,,,,,,,,,,,,,-0.56,0.24,,,,,,,,,,,,,,,,,,,,,,,C702,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,58.387,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58387.31291,58.706,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.88,,34.97,,25.98,1.026,7.269,7.45822,0.167,241.2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C703,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,58.373,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58373.31392,58.692,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.88,,34.97,,25.98,1.026,6.094,6.2524,0.14,242.4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C704,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,40.423,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,40423.1134,40.636,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,15.95,,35.03,,25.78,1.026,52.626,53.99394,1.209,190.5535,,,,,,9.86,9.610136452,,,,,,,,,,,,,,,,,,,,,,,,-0.29,0.18,,,,,,,,,,,,,,,,,,,,,,,C705,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,40.498,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,40498.47178,40.712,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,15.93,,35.03,,25.79,1.026,57.544,59.04052,1.322,185.7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C706,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,30.384,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,30383.86627,30.54,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,16.95,,35.16,,25.65,1.026,125.71,128.97808,2.888,112.5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C707,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,30.571,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,30571.34572,30.728,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.06,,35.17,,25.64,1.026,130.802,134.2033,3.005,106.9387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C708,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,20.907,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,20906.73366,21.013,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.31,,35.2,,25.59,1.026,154.438,158.45368,3.548,82.1048,,,,,,5.03,4.902534113,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.09,,,,,,,,,,,,,,,,,,,,,,,C709,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,21.202,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,21201.51724,21.309,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,17.36,,35.2,,25.58,1.026,157.006,161.08862,3.607,79.3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C710,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,8.634,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,8634.451071,8.676,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.16,,35.11,,25.32,1.025,194.238,199.09428,4.458,38.5959,,,,,,5.47,5.336585366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C711,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,8.671,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,8671.259368,8.713,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.16,,35.11,,25.32,1.025,194.282,199.13894,4.459,38.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.13,,,,,,,,,,,,,,,,,,,,,,,C712,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,0.831,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,830.5930752,0.834,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,20.65,,35,,24.59,1.025,247.133,253.31152,5.672,-24.7321,,,,,,6.64,6.47804878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C713,,,,
M93,338,CTD/Bottle,*,*,-76.92,-13.13,348,0.866,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,866.43923,0.87,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,20.62,,35,,24.6,1.025,246.785,252.95424,5.664,-24.2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.11,,,,,,,,,,,,,,,,,,,,,,,C714,,,,
M93,340,CTD/Bottle,*,*,-76.75,-13,130,129.543,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,129542.5711,130.287,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.46,,34.96,,26.27,1.026,2.263,2.32232,0.052,253.6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C726,,,,
M93,340,CTD/Bottle,*,*,-76.75,-13,130,123.661,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,123660.5996,124.371,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.47,,34.96,,26.27,1.026,2.263,2.32232,0.052,253.5853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,0.13,,,,,,,,,,,,,,,,,,,,,,,C727,,,,
M93,340,CTD/Bottle,*,*,-76.75,-13,130,118.749,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,118749.0993,119.431,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.49,,34.96,,26.27,1.026,2.22,2.27766,0.051,253.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,0.16,,,,,,,,,,,,,,,,,,,,,,,C728,,,,
M93,340,CTD/Bottle,*,*,-76.75,-13,130,114.416,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,114416.2713,115.072,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.55,,34.97,,26.26,1.026,2.176,2.233,0.05,253.2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C729,,,,
